Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM,has_liver_cluster,has_liver_enrichment,Classification
ZNF428,,,Cluster 33: Brain - Neuronal signaling,,False,False,False,non-liver protein
SH3KBP1,,,Cluster 36: Lymphoid tissue - Cytokine signaling,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Prostate - Fibroblasts, Skeletal muscle - Fibroblasts",False,False,False,non-liver protein
SLC67A1,,,,,False,False,False,non-liver protein
AIDA,,,Cluster 62: Connective tissue - ECM organization,Testis - Spermatocytes,False,False,False,non-liver protein
ARL8A,brain: 155.6,,Cluster 9: Oligodendrocytes - Myelination,,False,False,False,non-liver protein
FAM149B1,,,Cluster 44: Testis - Spermatogenesis,Testis - Early spermatids,False,False,False,non-liver protein
OTULIN,bone marrow: 25.3,,Cluster 77: Bone marrow - Cell proliferation,"Skin - Keratinocyte (other), Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
PPWD1,,,Cluster 16: Non-specific - Transcription,,False,False,False,non-liver protein
CCDC127,,,Cluster 8: Ciliated cells - Cilium organization,Adrenal gland - Adrenal cortex cells,False,False,False,non-liver protein
SGK3,,,Cluster 32: Endocrine & Neural - Unknown function,"Breast - Breast glandular cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
COA7,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
PTER,brain: 42.4,,Cluster 61: Brain - Neuronal signaling,"Adrenal gland - Adrenal cortex cells, Stomach - Gastric mucous cells",False,False,False,non-liver protein
TAMM41,,,Cluster 18: Non-specific - Ribosome,,False,False,False,non-liver protein
MOB3A,,,Cluster 70: Lymphoid tissue - Immune response,,False,False,False,non-liver protein
ATG2B,,,Cluster 39: Retina & Testis - Cilium,Testis - Early spermatids,False,False,False,non-liver protein
SARAF,,,Cluster 50: Epididymis - Male reproductive secretion,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
PLD4,bone marrow: 13.2;brain: 15.6;lymphoid tissue: 11.0,,Cluster 9: Oligodendrocytes - Myelination,"Minor Salivary Gland - T-cells, Prostate - T-cells, Skin - Langerhans cells, Spleen - B-cells (Spleen), Thyroid gland - T-cells",False,False,False,non-liver protein
FAM136A,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,non-liver protein
FGGY,liver: 75.2,75.2,Cluster 53: Non-specific - Glycosylation,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Liver - Hepatocytes",True,False,True,liver protein (nTPM + enrichment)
EFHD2,,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Adrenal gland - Adrenal cortex cells, Breast - Macrophages, Prostate - Urothelial cells, Spleen - Neutrophils, Stomach - Gastric mucous cells",False,False,False,non-liver protein
GALM,adrenal gland: 83.8;kidney: 115.6,,Cluster 55: Kidney & Intestine - Metabolism,"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Liver - Hepatocytes",False,False,True,liver protein_3
SYTL4,endometrium 1: 41.5;ovary: 50.3,,Cluster 62: Connective tissue - ECM organization,Adrenal gland - Fibroblasts,False,False,False,non-liver protein
CUSTOS,,,,,False,False,False,non-liver protein
DCPS,liver: 49.1,49.1,Cluster 83: Liver - Metabolism,,True,True,False,liver protein (nTPM + cluster)
PPP1R14B,,,Cluster 68: Non-specific - Protein processing,,False,False,False,non-liver protein
ENTR1,,,Cluster 83: Liver - Metabolism,"Spleen - B-cells (Spleen), Testis - Early spermatids, Testis - Late spermatids",False,True,False,liver protein_2
INTS12,,,Cluster 56: Non-specific - Unknown function,,False,False,False,non-liver protein
NSUN4,testis: 86.6,,Cluster 4: Testis - Basic cellular processes,Testis - Late spermatids,False,False,False,non-liver protein
FBXL8,,,Cluster 18: Non-specific - Ribosome,Minor Salivary Gland - Minor salivary glandular cells,False,False,False,non-liver protein
PPCDC,,,Cluster 77: Bone marrow - Cell proliferation,,False,False,False,non-liver protein
CHMP4C,intestine: 40.7,,Cluster 48: Stomach - Proteolysis,"Adrenal gland - Adrenal cortex cells, Colon - Colon enterocytes, Pituitary gland - Somatotropes, Stomach - Gastric mucous cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
ACSF2,kidney: 137.1,,Cluster 52: Kidney - Transmembrane transport,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Prostate basal glandular cells, Thyroid gland - Thyroid glandular cells",False,False,True,liver protein_3
ISOC1,,,Cluster 83: Liver - Metabolism,Thyroid gland - Thyroid glandular cells,False,True,False,liver protein_2
GCC1,,,Cluster 4: Testis - Basic cellular processes,,False,False,False,non-liver protein
FLYWCH2,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
TLCD1,,,Cluster 80: Non-specific - Endocytosis,"Lung - Alveolar cells type 2, Skin - Sebaceous gland cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
HAUS1,,,Cluster 16: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
FAF2,,,Cluster 40: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
CCDC124,,,Cluster 54: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
FOXRED1,,,Cluster 23: Non-specific - Cellular respiration,Heart muscle - Cardiomyocytes,False,False,False,non-liver protein
OPTN,skeletal muscle: 848.4;tongue: 379.4,,Cluster 2: Skeletal muscle - Striated muscle contraction,"Adrenal gland - Adrenal cortex cells, Spleen - Endothelial cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
AP2M1,,,Cluster 30: Heart muscle - Heart development,Adipose visceral - Adipose progenitor cells,False,False,False,non-liver protein
KCTD12,,,Cluster 62: Connective tissue - ECM organization,"Adipose subcutaneous - Endothelial cells, Breast - Endothelial cells, Skeletal muscle - Endothelial cells, Thyroid gland - Fibroblasts",False,False,False,non-liver protein
RCN3,,,Cluster 41: Smooth muscle tissue - ECM organization,"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Heart muscle - Fibroblasts, Lung - Fibroblast_2, Prostate - Fibroblasts, Skin - Fibroblast_2, Stomach - Fibroblasts",False,False,False,non-liver protein
NMD3,,,Cluster 56: Non-specific - Unknown function,,False,False,False,non-liver protein
COQ8B,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
REPS1,,,Cluster 50: Epididymis - Male reproductive secretion,Skin - Keratinocyte (other),False,False,False,non-liver protein
HVCN1,choroid plexus: 520.1,,Cluster 60: Choroid plexus - Transmembrane transport,"Adrenal gland - Macrophages, Kidney - Fibroblasts, Prostate - Fibroblasts, Testis - Early spermatids",False,False,False,non-liver protein
DNAJC19,,,Cluster 23: Non-specific - Cellular respiration,"Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",False,False,True,liver protein_3
RMDN1,,,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Colon - Smooth muscle cells, Heart muscle - Cardiomyocytes",False,False,False,non-liver protein
TMCO6,,,Cluster 78: Testis - Transcription,,False,False,False,non-liver protein
ECHDC3,liver: 157.6;skeletal muscle: 123.8,157.6,Cluster 83: Liver - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Sertoli cells",True,True,True,liver protein (all 3)
NUDT16,,,Cluster 9: Oligodendrocytes - Myelination,,False,False,False,non-liver protein
CMBL,kidney: 162.1;liver: 166.8;skeletal muscle: 158.1,166.8,Cluster 55: Kidney & Intestine - Metabolism,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skeletal muscle - Skeletal myocytes, Thyroid gland - Thyroid glandular cells",True,False,True,liver protein (nTPM + enrichment)
MSI2,retina: 122.2,,Cluster 3: Non-specific - Unknown function,,False,False,False,non-liver protein
SNRNP40,,,Cluster 71: Thymus - Adaptive immune response,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
RMC1,,,Cluster 40: Non-specific - Transcription,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
ARHGEF26,,,Cluster 37: Liver & Intestine - Lipid metabolism,"Lung - Alveolar cells type 1, Minor Salivary Gland - Minor salivary gland basal cells, Pituitary gland - Undifferentiated cells (Pituitary gland), Testis - Spermatogonia",False,True,False,liver protein_2
SLAMF6,lymphoid tissue: 60.2,,Cluster 36: Lymphoid tissue - Cytokine signaling,"Adrenal gland - T-cells, Breast - Plasma cells, Colon - T-cells, Liver - T-cells, Lung - T-cells, Pituitary gland - T-cells, Prostate - T-cells, Spleen - B-cells (Spleen), Stomach - T-cells, Testis - Late spermatids",False,False,True,liver protein_3
MRPL38,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,non-liver protein
ASB9,kidney: 16.2;liver: 16.9;testis: 25.1,16.9,Cluster 78: Testis - Transcription,"Colon - Endothelial cells, Liver - Hepatocytes, Pancreas - Beta cells, Stomach - Chief cells, Thyroid gland - Fibroblasts",True,False,True,liver protein (nTPM + enrichment)
TRIM44,,,Cluster 28: Neuronal - Transcription,,False,False,False,non-liver protein
MTBP,,,Cluster 16: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
ERLEC1,,,Cluster 68: Non-specific - Protein processing,"Minor Salivary Gland - Minor salivary glandular cells, Testis - Early spermatids, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
PABIR1,,,Cluster 51: Thyroid gland - Unknown function,,False,False,False,non-liver protein
MRRF,,,Cluster 35: Non-specific - Mitochondria,Testis - Early spermatids,False,False,False,non-liver protein
RBMXL1,,,Cluster 40: Non-specific - Transcription,,False,False,False,non-liver protein
OMA1,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,non-liver protein
ELP4,,,Cluster 28: Neuronal - Transcription,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes",False,False,False,non-liver protein
SIRT1,,,Cluster 16: Non-specific - Transcription,"Testis - Early spermatids, Testis - Spermatocytes",False,False,False,non-liver protein
YIPF6,,,Cluster 1: Liver & Kidney - Metabolism,Thyroid gland - Thyroid glandular cells,False,True,False,liver protein_2
HOOK2,,,Cluster 68: Non-specific - Protein processing,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral)",False,False,False,non-liver protein
SEH1L,,,Cluster 54: Non-specific - Basic cellular processes,Testis - Spermatocytes,False,False,False,non-liver protein
CCDC126,testis: 33.7,,Cluster 78: Testis - Transcription,"Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
MALSU1,,,Cluster 23: Non-specific - Cellular respiration,,False,False,False,non-liver protein
TCEAL4,,,Cluster 64: Neuronal - Transcription,"Adipose subcutaneous - Smooth muscle cells, Adrenal gland - Fibroblasts, Prostate - Smooth muscle cells, Spleen - Fibroblast_2",False,False,False,non-liver protein
KIFBP,,,Cluster 3: Non-specific - Unknown function,Adrenal gland - Adrenal cortex cells,False,False,False,non-liver protein
GNPNAT1,liver: 74.8,74.8,Cluster 83: Liver - Metabolism,"Liver - Hepatocytes, Testis - Early spermatids",True,True,True,liver protein (all 3)
FAM120B,,,Cluster 66: Non-specific - Transcription,Testis - Late spermatids,False,False,False,non-liver protein
MRPS24,skeletal muscle: 440.0,,Cluster 54: Non-specific - Basic cellular processes,"Heart muscle - Cardiomyocytes, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
MRPL53,,,Cluster 35: Non-specific - Mitochondria,Testis - Early spermatids,False,False,False,non-liver protein
L3HYPDH,,,Cluster 78: Testis - Transcription,,False,False,False,non-liver protein
MOCOS,adrenal gland: 9.9;liver: 15.6,15.6,Cluster 83: Liver - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adrenal gland - Adrenal cortex cells, Pituitary gland - Somatotropes, Spleen - Fibroblast_2, Stomach - Mitotic cells (Stomach)",True,True,False,liver protein (nTPM + cluster)
RNF31,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
DAZAP1,,,Cluster 4: Testis - Basic cellular processes,Testis - Early spermatids,False,False,False,non-liver protein
SGTB,brain: 31.1,,Cluster 17: Neuronal - Synaptic function,,False,False,False,non-liver protein
CCDC51,choroid plexus: 62.0,,Cluster 60: Choroid plexus - Transmembrane transport,,False,False,False,non-liver protein
SGF29,,,Cluster 66: Non-specific - Transcription,Testis - Late spermatids,False,False,False,non-liver protein
TVP23C,,,Cluster 40: Non-specific - Transcription,,False,False,False,non-liver protein
RBM33,,,Cluster 40: Non-specific - Transcription,,False,False,False,non-liver protein
DTNBP1,brain: 90.3;retina: 123.0,,Cluster 17: Neuronal - Synaptic function,Minor Salivary Gland - Minor salivary glandular cells,False,False,False,non-liver protein
SMIM12,,,Cluster 23: Non-specific - Cellular respiration,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
DNAJA3,,,Cluster 54: Non-specific - Basic cellular processes,Adrenal gland - Adrenal cortex cells,False,False,False,non-liver protein
TMA16,,,Cluster 16: Non-specific - Transcription,Testis - Early spermatids,False,False,False,non-liver protein
MVB12A,,,Cluster 24: Parathyroid gland - Vesicular transport,,False,False,False,non-liver protein
PTCD3,,,Cluster 23: Non-specific - Cellular respiration,Heart muscle - Cardiomyocytes,False,False,False,non-liver protein
MMAB,liver: 101.1,101.1,Cluster 43: Non-specific - Mitochondrial translation,"Liver - Hepatocytes, Prostate - Prostate glandular cells, Skin - Sebaceous gland cells",True,False,True,liver protein (nTPM + enrichment)
C11orf24,,,Cluster 37: Liver & Intestine - Lipid metabolism,"Minor Salivary Gland - Minor salivary glandular cells, Skin - Fibroblast_1",False,True,False,liver protein_2
CYFIP2,brain: 85.0;kidney: 135.1,,Cluster 61: Brain - Neuronal signaling,"Adipose subcutaneous - Smooth muscle cells, Breast - T-cells, Spleen - B-cells (Spleen), Testis - Spermatogonia",False,False,False,non-liver protein
SAT2,,,Cluster 55: Kidney & Intestine - Metabolism,Kidney - Proximal tubular cells,False,False,False,non-liver protein
GIMAP5,lymphoid tissue: 103.7,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Lung - Endothelial cells, Minor Salivary Gland - Endothelial cells, Pituitary gland - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Thyroid gland - Endothelial cells",False,False,False,non-liver protein
ALG14,,,Cluster 68: Non-specific - Protein processing,"Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Testis - Early spermatids",False,False,False,non-liver protein
CNRIP1,brain: 69.1,,Cluster 64: Neuronal - Transcription,"Liver - Vascular Endothelial cells, Lung - Fibroblast_1, Minor Salivary Gland - Endothelial cells, Prostate - Fibroblasts, Spleen - Endothelial cells",False,False,True,liver protein_3
EDC3,,,Cluster 4: Testis - Basic cellular processes,,False,False,False,non-liver protein
MISP3,brain: 18.5;kidney: 17.1,,Cluster 9: Oligodendrocytes - Myelination,"Minor Salivary Gland - Minor salivary glandular cells, Skin - Keratinocyte (other)",False,False,False,non-liver protein
DYNLL2,,,Cluster 54: Non-specific - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
SLC47A1,adrenal gland: 123.4;kidney: 96.7;liver: 100.6,100.6,Cluster 1: Liver & Kidney - Metabolism,"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Keratinocyte (other)",True,True,True,liver protein (all 3)
CPNE2,,,Cluster 5: Brain & Testis - Signal transduction,"Prostate - Endothelial cells, Testis - Late spermatids",False,False,False,non-liver protein
KIF12,kidney: 147.2;pancreas: 79.0,,Cluster 52: Kidney - Transmembrane transport,"Breast - Breast glandular cells, Colon - Colon enterocytes, Liver - Hepatocytes",False,False,True,liver protein_3
S100A16,esophagus: 2408.2,,Cluster 29: Squamous epithelium - Innate immune response,"Heart muscle - Endothelial cells, Kidney - Endothelial cells, Pituitary gland - Endothelial cells, Prostate - Urothelial cells",False,False,False,non-liver protein
SIPA1,lymphoid tissue: 93.4,,Cluster 70: Lymphoid tissue - Immune response,Liver - Vascular Endothelial cells,False,False,True,liver protein_3
SCRN2,,,Cluster 51: Thyroid gland - Unknown function,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skeletal muscle - Fibroblasts",False,False,True,liver protein_3
THOC1,,,Cluster 4: Testis - Basic cellular processes,Testis - Early spermatids,False,False,False,non-liver protein
OTUB1,,,Cluster 22: Brain - Synaptic signal transduction,Adipose visceral - Adipose progenitor cells,False,False,False,non-liver protein
HMCES,,,Cluster 36: Lymphoid tissue - Cytokine signaling,"Skin - Keratinocyte (other), Testis - Spermatocytes",False,False,False,non-liver protein
CHMP6,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
PGM2,,,Cluster 75: Epithelium - Extracellular exosomes,Skin - Keratinocyte (other),False,False,False,non-liver protein
IMP4,,,Cluster 68: Non-specific - Protein processing,,False,False,False,non-liver protein
CERS2,liver: 709.3,709.3,Cluster 1: Liver & Kidney - Metabolism,"Adrenal gland - Adrenal cortex cells, Heart muscle - Macrophages, Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",True,True,True,liver protein (all 3)
MED8,,,Cluster 37: Liver & Intestine - Lipid metabolism,Adipose subcutaneous - Adipocytes (Subcutaneous),False,True,False,liver protein_2
DUS3L,,,Cluster 78: Testis - Transcription,Testis - Early spermatids,False,False,False,non-liver protein
OTUD5,,,Cluster 22: Brain - Synaptic signal transduction,,False,False,False,non-liver protein
RMND5B,,,Cluster 21: Testis - Unknown function,"Skin - Keratinocyte (granular), Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
LTV1,,,Cluster 56: Non-specific - Unknown function,Testis - Spermatocytes,False,False,False,non-liver protein
SDSL,liver: 102.1,102.1,Cluster 1: Liver & Kidney - Metabolism,"Adrenal gland - Adrenal cortex cells, Lung - Macrophages, Thyroid gland - Thyroid glandular cells",True,True,False,liver protein (nTPM + cluster)
MRPL48,,,Cluster 54: Non-specific - Basic cellular processes,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
VMP1,,,Cluster 45: Intestine - Digestion,,False,False,False,non-liver protein
PDXP,brain: 257.4;liver: 72.7,72.7,Cluster 61: Brain - Neuronal signaling,,True,False,False,liver protein_1
CALML4,choroid plexus: 28.1;intestine: 37.9,,Cluster 45: Intestine - Digestion,"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Lung - Respiratory ciliated cells",False,False,True,liver protein_3
RNF185,,,Cluster 1: Liver & Kidney - Metabolism,"Skin - Keratinocyte (other), Thyroid gland - Thyroid glandular cells",False,True,False,liver protein_2
DCUN1D1,testis: 239.3,,Cluster 42: Testis - Spermatogenesis,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
FAM89A,adipose tissue: 57.9;placenta: 65.9,,Cluster 34: Non-specific - Mixed function,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Colon - Endothelial cells, Heart muscle - Endothelial cells, Testis - Spermatogonia",False,False,False,non-liver protein
FAHD2A,liver: 112.0,112.0,Cluster 83: Liver - Metabolism,"Liver - Hepatocytes, Testis - Early spermatids",True,True,True,liver protein (all 3)
TOE1,,,Cluster 53: Non-specific - Glycosylation,Testis - Early spermatids,False,False,False,non-liver protein
SCARF2,,,Cluster 41: Smooth muscle tissue - ECM organization,"Adrenal gland - Fibroblasts, Heart muscle - Fibroblasts, Skin - Fibroblast_2, Spleen - Fibroblast_1",False,False,False,non-liver protein
RUSF1,,,Cluster 68: Non-specific - Protein processing,,False,False,False,non-liver protein
DDX27,,,Cluster 16: Non-specific - Transcription,Spleen - B-cells (Spleen),False,False,False,non-liver protein
BORCS6,,,Cluster 19: Non-specific - Basic cellular processes,Testis - Early spermatids,False,False,False,non-liver protein
MARS2,,,Cluster 35: Non-specific - Mitochondria,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
ATXN7L3B,,,Cluster 64: Neuronal - Transcription,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
APIP,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
SLC41A3,,,Cluster 79: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Testis - Sertoli cells",False,False,False,non-liver protein
SNF8,,,Cluster 35: Non-specific - Mitochondria,Testis - Late spermatids,False,False,False,non-liver protein
MYO19,,,Cluster 27: Squamous epithelium - Keratinization,Adipose visceral - Adipose progenitor cells,False,False,False,non-liver protein
SLC25A44,,,Cluster 19: Non-specific - Basic cellular processes,Spleen - Neutrophils,False,False,False,non-liver protein
ZC3HAV1L,,,Cluster 62: Connective tissue - ECM organization,Liver - Vascular Endothelial cells,False,False,True,liver protein_3
PEX11G,liver: 25.8;testis: 28.2,25.8,Cluster 44: Testis - Spermatogenesis,"Liver - Hepatocytes, Prostate - Prostate glandular cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",True,False,True,liver protein (nTPM + enrichment)
PDLIM5,heart muscle: 607.3;skeletal muscle: 1122.4;tongue: 553.7,,Cluster 12: Heart muscle - Cardiac muscle contraction,"Adipose subcutaneous - Smooth muscle cells, Skeletal muscle - Skeletal myocytes, Spleen - Fibroblast_1",False,False,False,non-liver protein
CRELD1,,,Cluster 43: Non-specific - Mitochondrial translation,,False,False,False,non-liver protein
ACY3,intestine: 75.4;kidney: 56.6;liver: 33.0;pancreas: 21.5,33.0,Cluster 55: Kidney & Intestine - Metabolism,"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells, Thyroid gland - T-cells",True,False,True,liver protein (nTPM + enrichment)
ERO1A,esophagus: 167.7,,Cluster 29: Squamous epithelium - Innate immune response,,False,False,False,non-liver protein
TMEM19,,,Cluster 55: Kidney & Intestine - Metabolism,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
GRAMD2B,,,Cluster 8: Ciliated cells - Cilium organization,,False,False,False,non-liver protein
FMC1,,,Cluster 23: Non-specific - Cellular respiration,"Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids",False,False,True,liver protein_3
AHCYL2,choroid plexus: 266.4;intestine: 171.7,,Cluster 60: Choroid plexus - Transmembrane transport,"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Lung - Alveolar cells type 2, Testis - Sertoli cells",False,False,False,non-liver protein
OXNAD1,,,Cluster 35: Non-specific - Mitochondria,"Colon - T-cells, Prostate - T-cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
TMEM176A,kidney: 363.1;liver: 1133.6,1133.6,Cluster 1: Liver & Kidney - Metabolism,"Kidney - Proximal tubular cells, Liver - Hepatocytes, Stomach - Fibroblasts",True,True,True,liver protein (all 3)
REEP6,intestine: 211.2;liver: 388.3;testis: 276.0,388.3,Cluster 46: Testis - Spermatogenesis,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Breast glandular cells, Breast - Breast glandular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Prostate glandular cells, Skin - Sebaceous gland cells, Testis - Late spermatids",True,False,True,liver protein (nTPM + enrichment)
PGAM5,,,Cluster 19: Non-specific - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids, Testis - Spermatocytes",False,False,False,non-liver protein
INTS4,,,Cluster 16: Non-specific - Transcription,,False,False,False,non-liver protein
DDRGK1,,,Cluster 43: Non-specific - Mitochondrial translation,"Adrenal gland - Adrenal cortex cells, Breast - Breast glandular cells, Minor Salivary Gland - Minor salivary glandular cells",False,False,False,non-liver protein
DHTKD1,liver: 125.5,125.5,Cluster 1: Liver & Kidney - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Prostate glandular cells, Spleen - B-cells (Spleen), Thyroid gland - Thyroid glandular cells",True,True,True,liver protein (all 3)
SCLY,liver: 38.1,38.1,Cluster 78: Testis - Transcription,Testis - Late spermatids,True,False,False,liver protein_1
PYURF,,,Cluster 34: Non-specific - Mixed function,,False,False,False,non-liver protein
FUBP3,,,Cluster 11: Liver - Plasma proteins,,False,True,False,liver protein_2
RBM17,,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,Lung - Endothelial cells,False,False,False,non-liver protein
COX14,,,Cluster 23: Non-specific - Cellular respiration,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes",False,False,False,non-liver protein
RCC1L,,,Cluster 54: Non-specific - Basic cellular processes,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
NARS2,,,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,True,liver protein_3
SUCLG2,liver: 269.6,269.6,Cluster 37: Liver & Intestine - Lipid metabolism,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",True,True,True,liver protein (all 3)
FBXL20,,,Cluster 16: Non-specific - Transcription,,False,False,False,non-liver protein
LRCH3,,,Cluster 16: Non-specific - Transcription,,False,False,False,non-liver protein
GMPPA,,,Cluster 68: Non-specific - Protein processing,"Adipose visceral - Adipose progenitor cells, Pituitary gland - Somatotropes",False,False,False,non-liver protein
BOD1,,,Cluster 3: Non-specific - Unknown function,,False,False,False,non-liver protein
ABHD14B,,,Cluster 55: Kidney & Intestine - Metabolism,Liver - Hepatocytes,False,False,True,liver protein_3
NGLY1,,,Cluster 4: Testis - Basic cellular processes,"Spleen - B-cells (Spleen), Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
SEC22A,,,Cluster 16: Non-specific - Transcription,Testis - Early spermatids,False,False,False,non-liver protein
ATP5MK,,,Cluster 23: Non-specific - Cellular respiration,"Adipose subcutaneous - Adipocytes (Subcutaneous), Heart muscle - Cardiomyocytes",False,False,False,non-liver protein
NSL1,,,Cluster 9: Oligodendrocytes - Myelination,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
CPB2,liver: 1439.0,1439.0,Cluster 31: Liver - Plasma proteins,"Liver - Hepatocytes, Lung - Alveolar cells type 2",True,True,True,liver protein (all 3)
PAWR,,,Cluster 62: Connective tissue - ECM organization,Minor Salivary Gland - Minor salivary glandular cells,False,False,False,non-liver protein
